# Sensor Winterfeldallee, Rangsdorf, Germany (Citizen Science project sensor.community/21611)
# https://aqicn.org/station/@66838/
# Daily pm25
date,min,max,pm25,q1,q3,stdev,count
2021-04-18T00:00:00.000Z,2.37,19.57,10.63,7.65,12.08,3.438,129
2021-04-19T00:00:00.000Z,4.7,25.27,12.57,8.59,14.57,4.155,124
2021-04-20T00:00:00.000Z,2.08,36.22,5.4,4.8,6.38,4.61,119
2021-04-21T00:00:00.000Z,0.73,9.19,3.14,2,4.01,1.363,116
2021-04-22T00:00:00.000Z,0.73,3.83,2.17,1.6,2.57,0.644,119
2021-04-23T00:00:00.000Z,0.8,5.53,1.9,1.3,3.53,1.322,103
2021-04-24T00:00:00.000Z,1,6.93,2.72,2,3.63,1.232,101
2021-04-25T00:00:00.000Z,0.43,33.53,2.02,0.95,2.59,2.7,161
2021-04-26T00:00:00.000Z,0.53,8.69,1.1,0.87,1.7,0.897,135
2021-04-27T00:00:00.000Z,0.56,6.37,2.23,1.4,2.9,1.01,129
2021-04-28T00:00:00.000Z,3.7,10.75,6.1,5.23,7.09,1.316,117
2021-04-29T00:00:00.000Z,2.33,15.65,6.83,4.23,7.79,2.573,117
2021-04-30T00:00:00.000Z,1.87,35.17,4.7,3.25,9.15,4.278,105
2021-05-01T00:00:00.000Z,4.15,15.67,7.4,5.68,8.5,2.848,131
2021-05-02T00:00:00.000Z,2.1,22.27,13.5,6.04,17.68,6.308,132
2021-05-03T00:00:00.000Z,0.6,6.77,2.5,2,3.05,1.385,125
2021-05-04T00:00:00.000Z,0.53,5.63,1.3,0.9,3.13,1.333,121
2021-05-05T00:00:00.000Z,0.53,2.8,1.23,1.06,1.5,0.364,120
2021-05-06T00:00:00.000Z,1,5.63,2.52,1.67,3.47,1.128,111
2021-05-07T00:00:00.000Z,0.7,5.87,2.12,1.2,3.3,1.167,122
2021-05-08T00:00:00.000Z,1.3,11.9,2.67,2.09,3.89,2.335,121
2021-05-09T00:00:00.000Z,0.73,8.82,2.2,1.45,2.95,1.287,140
2021-05-10T00:00:00.000Z,1.1,2.78,1.8,1.57,2.04,0.377,131
2021-05-11T00:00:00.000Z,1.6,5.82,3.9,3,4.32,0.917,121
2021-05-12T00:00:00.000Z,2.52,13.88,7.78,5.05,10.82,3.304,116
2021-05-13T00:00:00.000Z,0.83,7.5,1.7,1.33,5.23,2.013,143
2021-05-14T00:00:00.000Z,0.5,4.57,1.5,0.9,1.93,0.76,130
2021-05-15T00:00:00.000Z,0.5,10.57,1.82,1,3.63,2.598,146
2021-05-16T00:00:00.000Z,0.55,11.45,1.2,0.95,1.6,1.122,145
2021-05-17T00:00:00.000Z,0.4,2.5,0.95,0.7,1.1,0.362,131
2021-05-18T00:00:00.000Z,0.63,6.23,1.84,1.42,3.4,1.292,112
2021-05-19T00:00:00.000Z,0.9,7.2,1.98,1.3,3.83,1.481,149
2021-05-20T00:00:00.000Z,0.4,3.73,1.72,1.14,2.17,0.692,154
2021-05-21T00:00:00.000Z,0.6,2.6,1.27,0.9,1.8,0.499,146
2021-05-22T00:00:00.000Z,0.43,3.5,1,0.8,1.3,0.511,123
2021-05-23T00:00:00.000Z,0.5,6.17,1.2,0.9,1.6,0.974,161
2021-05-24T00:00:00.000Z,0.5,5.53,1.2,0.8,2.06,0.995,144
2021-05-25T00:00:00.000Z,0.2,6.27,0.8,0.6,1,0.551,162
2021-05-26T00:00:00.000Z,0.4,1.6,0.82,0.68,1.03,0.268,159
2021-05-27T00:00:00.000Z,0.3,4.76,2.09,0.93,3.6,1.338,150
2021-05-28T00:00:00.000Z,0.75,7.43,2.37,1.5,4.3,1.564,159
2021-05-29T00:00:00.000Z,1.37,8.13,4.26,3.7,5.2,1.26,131
2021-05-30T00:00:00.000Z,1.14,4.2,1.83,1.63,2.06,0.471,168
2021-05-31T00:00:00.000Z,0.93,28.93,1.85,1.4,2.58,2.462,129
2021-06-01T00:00:00.000Z,0.7,4.93,2.92,1.38,3.33,1.113,172
2021-06-02T00:00:00.000Z,0.83,5,3.1,2.15,3.58,1.045,141
2021-06-03T00:00:00.000Z,2.85,6.22,4.09,3.6,4.57,0.702,144
2021-06-04T00:00:00.000Z,3.83,9.63,5.88,5.3,7,1.202,152
2021-06-05T00:00:00.000Z,2.8,11.45,4.7,3.94,7.74,2.08,153
2021-06-06T00:00:00.000Z,2.7,20.77,8.81,7,11.43,3.167,186
2021-06-07T00:00:00.000Z,2.22,6.4,3.38,3.1,3.72,0.569,319
2021-06-08T00:00:00.000Z,0.75,12.27,5.14,4.55,6.68,2.159,234
2021-06-09T00:00:00.000Z,0.98,2.97,1.58,1.38,1.77,0.337,251
2021-06-10T00:00:00.000Z,2.2,7.38,4.04,3,4.91,1.164,164
2021-06-11T00:00:00.000Z,1.65,8.48,3.9,2.95,4.95,1.184,177
2021-06-12T00:00:00.000Z,0.9,12.25,3.14,1.73,7.32,3.215,146
2021-06-13T00:00:00.000Z,1.57,8,2.65,2.17,3.17,1.19,159
2021-06-14T00:00:00.000Z,1.55,5.93,3.47,2.5,4.65,1.133,195
2021-06-15T00:00:00.000Z,2.29,6.53,4.2,3.57,4.98,1.025,181
2021-06-16T00:00:00.000Z,1.3,3.67,2.02,1.76,2.37,0.483,165
2021-06-17T00:00:00.000Z,3.28,13.95,6.75,5.53,8.32,2.606,218
2021-06-18T00:00:00.000Z,3,11.1,5.4,4.07,8.9,2.441,239
2021-06-19T00:00:00.000Z,5.4,18.02,9.75,9.15,10.35,1.491,279
2021-06-20T00:00:00.000Z,1.63,25.88,7.74,3.4,15.44,7.06,304
2021-06-21T00:00:00.000Z,1.2,15.82,3.4,1.98,9.44,4.478,265
2021-06-22T00:00:00.000Z,2.29,12.15,3.95,3.1,7.5,2.621,211
2021-06-23T00:00:00.000Z,2.65,6.4,4.2,3.75,4.65,0.706,272
2021-06-24T00:00:00.000Z,3.55,13.77,5.05,4.53,7.31,1.971,248
2021-06-25T00:00:00.000Z,2.85,12.85,6.9,5.63,9.05,2.638,287
2021-06-26T00:00:00.000Z,1.88,10.57,4.34,3.53,7.72,2.261,298
2021-06-27T00:00:00.000Z,1.55,11.75,3.6,2.67,4.4,1.141,291
2021-06-28T00:00:00.000Z,2.95,8.94,5.13,4.13,6.12,1.365,272
2021-06-29T00:00:00.000Z,2.75,19.27,10.82,7.17,12.99,4.061,293
2021-06-30T00:00:00.000Z,4,20.88,11.29,7.5,16.2,4.636,290
2021-07-01T00:00:00.000Z,1.1,12.55,2.92,2.17,4.25,2.78,259
2021-07-02T00:00:00.000Z,3.35,14.13,5.89,4.82,9.81,3.3,252
2021-07-03T00:00:00.000Z,2.54,87.22,6.38,4.22,12.13,6.116,328
2021-07-04T00:00:00.000Z,2.58,9.98,5.63,4.59,6.72,1.409,319
2021-07-05T00:00:00.000Z,0.55,13.73,4.4,1,9.98,4.433,255
2021-07-06T00:00:00.000Z,0.7,4.82,1.33,1.14,2.1,0.686,303
2021-07-07T00:00:00.000Z,0.88,6.35,2.6,1.52,3.17,1.085,258
2021-07-08T00:00:00.000Z,1.38,7.97,3.79,3.05,4.68,1.459,286
2021-07-09T00:00:00.000Z,0.82,20.67,5.65,1.95,8.55,4.431,327
2021-07-10T00:00:00.000Z,2.33,15.05,6.07,4.65,7.75,2.775,331
2021-07-11T00:00:00.000Z,1.63,12.98,4,2.97,8.07,2.877,354
2021-07-12T00:00:00.000Z,5.05,12.05,8.4,6.85,9.44,1.574,262
2021-07-13T00:00:00.000Z,2.38,15.63,6.57,4.3,9.97,3.771,233
2021-07-14T00:00:00.000Z,1.95,15.3,8.4,3.83,10.52,3.386,255
2021-07-15T00:00:00.000Z,0.95,11.43,2.67,2.06,4.53,2.837,309
2021-07-16T00:00:00.000Z,3.92,17.85,7.65,6.63,10.07,3.62,250
2021-07-17T00:00:00.000Z,1.75,17.95,10.23,7.72,14.15,4.687,315
2021-07-18T00:00:00.000Z,1.08,4.13,2,1.6,2.4,0.549,271
2021-07-19T00:00:00.000Z,2.92,7.38,4.32,3.75,5.19,0.953,241
2021-07-20T00:00:00.000Z,1.8,4.84,3.05,2.54,3.35,0.573,261
2021-07-21T00:00:00.000Z,2.47,20.67,5.05,4.46,5.94,1.558,292
2021-07-22T00:00:00.000Z,5.95,12.35,8.23,7.56,8.98,1.054,240
2021-07-23T00:00:00.000Z,5.75,13.88,9.19,8.05,10,1.417,292
2021-07-24T00:00:00.000Z,7.85,17.13,9.93,9.39,11.57,1.672,285
2021-07-25T00:00:00.000Z,6.68,17.1,11.1,9.98,12.55,2.032,316
2021-07-26T00:00:00.000Z,2.2,23.73,5.55,3.51,15.97,5.975,325
2021-07-27T00:00:00.000Z,1.55,7.25,4.07,3.04,5.99,1.584,337
2021-07-28T00:00:00.000Z,1.85,9.23,3.61,2.79,6.43,2.001,340
2021-07-29T00:00:00.000Z,1.05,4,2,1.6,3,0.78,305
2021-07-30T00:00:00.000Z,1.27,19.05,2.47,2.06,3.06,2,244
2021-07-31T00:00:00.000Z,0.5,4.53,1.17,0.95,2.58,1.045,266
2021-08-01T00:00:00.000Z,1.33,29.08,2.33,2.08,2.63,1.753,244
2021-08-02T00:00:00.000Z,0.6,5.47,1.33,0.95,2.1,1.039,246
2021-08-03T00:00:00.000Z,0.6,5.03,1.7,1.48,2.06,1.01,257
2021-08-04T00:00:00.000Z,2.2,9.55,4.65,3.35,6.1,1.603,223
2021-08-05T00:00:00.000Z,1.65,6.15,3.58,2.88,4.13,0.842,247
2021-08-06T00:00:00.000Z,1.12,33.04,3.9,3.03,4.92,2.185,312
2021-08-07T00:00:00.000Z,0.65,3.95,2.45,1.5,3.2,0.926,323
2021-08-08T00:00:00.000Z,0.7,2.63,1.17,1,1.4,0.347,291
2021-08-09T00:00:00.000Z,0.6,2.29,1.35,1.2,1.52,0.274,230
2021-08-10T00:00:00.000Z,1.33,4.82,2.95,2.33,3.45,0.754,299
2021-08-11T00:00:00.000Z,1.67,15.77,3.94,2.8,5.05,2.205,232
2021-08-12T00:00:00.000Z,1.8,7.35,4.82,2.83,5.55,1.437,286
2021-08-13T00:00:00.000Z,3.83,13.32,6.55,5.78,7.53,1.311,529
2021-08-14T00:00:00.000Z,2.04,6.9,3.65,3.17,4.26,0.975,445
2021-08-15T00:00:00.000Z,2.7,6.28,4.2,3.7,4.68,0.722,463
2021-08-16T00:00:00.000Z,0.9,4.5,2.63,1.95,3.4,0.84,527
2021-08-17T00:00:00.000Z,1.08,9,2.5,1.97,5.47,2.004,539
2021-08-18T00:00:00.000Z,0.77,6.3,1.8,1.42,3.76,1.351,453
2021-08-19T00:00:00.000Z,2.33,7.53,4.54,3.72,5.25,0.921,546
2021-08-20T00:00:00.000Z,2.35,10.32,6.05,4.7,7.57,1.77,510
2021-08-21T00:00:00.000Z,2.04,37.63,4.72,3.24,6.19,2.834,549
2021-08-22T00:00:00.000Z,1.92,10.65,4.93,3.08,6.02,1.761,520
2021-08-23T00:00:00.000Z,0.73,15.93,2,1.6,3.3,3.527,552
2021-08-24T00:00:00.000Z,0.8,6.63,1.8,1.3,2.58,0.856,499
2021-08-25T00:00:00.000Z,0.8,4.34,2.42,2.08,2.8,0.58,512
2021-08-26T00:00:00.000Z,0.3,4.95,0.88,0.6,1.27,0.915,375
2021-08-27T00:00:00.000Z,0.32,7.4,1.2,0.8,3.12,1.598,420
2021-08-28T00:00:00.000Z,1.17,8.32,4.03,2.83,5.4,1.499,373
2021-08-29T00:00:00.000Z,0.7,6.97,3.85,2.17,4.82,1.512,395
2021-08-30T00:00:00.000Z,1.63,46.28,4.8,3.95,5.63,2.751,524
2021-08-31T00:00:00.000Z,2.35,6.72,4.82,3.8,5.43,1.002,534
2021-09-01T00:00:00.000Z,3.9,8.6,5.65,5.03,6.2,0.838,506
2021-09-02T00:00:00.000Z,4.2,9.93,6.47,5.8,7.18,1.002,512
2021-09-03T00:00:00.000Z,3.45,15.68,7,5.36,8.94,2.593,552
2021-09-04T00:00:00.000Z,4.3,14.95,9.15,7.74,10.52,2.079,544
2021-09-05T00:00:00.000Z,2.13,13.85,8.02,6.19,9.02,2.36,473
2021-09-06T00:00:00.000Z,2.23,12.75,5.57,3.4,8.38,2.846,479
2021-09-07T00:00:00.000Z,4.84,12.6,7.6,6.38,8.94,1.718,455
2021-09-08T00:00:00.000Z,5.22,13.93,9.27,8.18,10.52,1.655,579
2021-09-09T00:00:00.000Z,4.15,12.32,6.55,5.8,7.78,1.891,508
2021-09-10T00:00:00.000Z,3.13,16.32,8.99,7.4,10.75,2.45,562
2021-09-11T00:00:00.000Z,5.32,17.17,11.27,8.02,14.9,3.515,581
2021-09-12T00:00:00.000Z,4.05,15.48,7.8,6.38,12.8,3.382,565
2021-09-13T00:00:00.000Z,0.9,9.85,3.53,1.83,5.94,2.487,573
2021-09-14T00:00:00.000Z,2.2,7.88,3.59,3.1,4.5,1.095,584
2021-09-15T00:00:00.000Z,4.7,14.18,9.06,7.97,10.49,1.709,580
2021-09-16T00:00:00.000Z,0.47,18.6,2.02,1.2,7.15,4.977,566
2021-09-17T00:00:00.000Z,0.25,2.33,0.75,0.56,1.3,0.484,566
2021-09-18T00:00:00.000Z,0.47,10.3,2.35,1.1,3.28,1.386,577
2021-09-19T00:00:00.000Z,1.3,4.84,2.38,2,2.95,0.653,579
2021-09-20T00:00:00.000Z,1.47,11.4,2.83,2.33,4.03,1.076,562
2021-09-21T00:00:00.000Z,1.6,6.85,3.92,2.79,4.78,1.147,577
2021-09-22T00:00:00.000Z,1.42,18.39,3.7,2.95,4.7,2.478,579
2021-09-23T00:00:00.000Z,1,24.43,3.3,2.04,12.67,6.783,581
2021-09-24T00:00:00.000Z,0.7,8.94,2.9,2.08,3.75,2.029,572
2021-09-25T00:00:00.000Z,3.72,19.35,6.95,5.65,8.68,3.695,570
2021-09-26T00:00:00.000Z,3.13,22.52,6.4,4.22,10.62,3.3,557
2021-09-27T00:00:00.000Z,5.43,30.88,9.35,7.7,14.25,5.461,494
2021-09-28T00:00:00.000Z,0.9,17.89,3.57,1.92,6.4,4.348,570
2021-09-29T00:00:00.000Z,0.45,23.95,10.35,4.38,14.1,6.606,563
2021-09-30T00:00:00.000Z,0.5,10.63,1.2,1,1.6,1.26,562
2021-10-01T00:00:00.000Z,0.5,7.63,2,1.37,2.6,1.114,542
2021-10-02T00:00:00.000Z,0.93,186.4,3.27,2.2,10.18,12.894,560
2021-10-03T00:00:00.000Z,4.7,13.48,8.73,6.88,10.27,2.012,555
2021-10-04T00:00:00.000Z,0.3,20.05,2.27,1,4.22,3.412,575
2021-10-05T00:00:00.000Z,1.45,25.15,7.33,3.13,9.6,5.419,581
2021-10-06T00:00:00.000Z,0.6,7,2.93,1.12,3.63,1.465,574
2021-10-07T00:00:00.000Z,0.98,19.2,3.65,2.24,5.15,2.697,572
2021-10-08T00:00:00.000Z,5.03,31.87,9.86,7.63,17.87,5.934,563
2021-10-09T00:00:00.000Z,2.63,27.1,7.67,4.74,8.8,2.68,565
2021-10-10T00:00:00.000Z,3.83,43.37,10.47,8.67,12.1,4.025,565
2021-10-11T00:00:00.000Z,0.9,19.87,8.94,2.85,11.4,5.169,578
2021-10-12T00:00:00.000Z,0.4,3.3,1.1,0.8,1.63,0.598,579
2021-10-13T00:00:00.000Z,0.56,7.63,2,1.5,2.57,0.886,570
2021-10-14T00:00:00.000Z,0.9,14.15,5.09,3.17,6.8,3.046,568
2021-10-15T00:00:00.000Z,0.73,13.57,2.1,1.53,5.45,3.388,565
2021-10-16T00:00:00.000Z,0.5,6.97,1.93,1.5,2.5,0.889,578
2021-10-17T00:00:00.000Z,1.73,6.07,3.17,2.7,4.13,0.971,574
2021-10-18T00:00:00.000Z,0.73,15,4.55,2.71,5.77,2.907,556
2021-10-19T00:00:00.000Z,1,13.9,5.17,2.4,10.9,4.128,586
2021-10-20T00:00:00.000Z,1.83,6.45,3.44,2.75,4.13,0.943,556
2021-10-21T00:00:00.000Z,0.3,3.7,1.07,0.73,1.55,0.696,566
2021-10-22T00:00:00.000Z,0.3,2.87,1.4,1,1.7,0.506,566
2021-10-23T00:00:00.000Z,0.8,26.17,1.83,1.43,5.25,2.945,560
2021-10-24T00:00:00.000Z,0.8,12.83,4.13,3.43,5.07,1.9,570
2021-10-25T00:00:00.000Z,2.29,71.59,4.8,3.87,10.68,9.37,573
2021-10-26T00:00:00.000Z,3.4,22.57,8,5.9,9.65,2.877,563
2021-10-27T00:00:00.000Z,1.48,6.2,3.2,2.74,3.83,0.828,556
2021-10-28T00:00:00.000Z,2.43,14.7,8.02,5.93,9.93,2.583,546
2021-10-29T00:00:00.000Z,12.57,64.33,21.2,18.57,24.39,5.732,565
2021-10-30T00:00:00.000Z,13.53,57.23,19.7,17.63,23.62,6.631,572
2021-10-31T00:00:00.000Z,8.38,35.53,15.5,12.59,17.77,3.767,561
2021-11-01T00:00:00.000Z,0.8,21.3,15.12,3.76,17.82,7.099,544
2021-11-02T00:00:00.000Z,1.77,10.6,4.8,3.8,7.63,2.205,508
2021-11-03T00:00:00.000Z,1.37,21.2,4.57,3.6,5.83,2.058,540
2021-11-04T00:00:00.000Z,0.7,31.9,6.87,2.13,16.6,9.782,571
2021-11-05T00:00:00.000Z,0.73,9.63,4.59,2.75,5.9,2.176,569
2021-11-06T00:00:00.000Z,2.13,7.57,4.26,3.53,5.13,1.17,556
2021-11-07T00:00:00.000Z,0.53,6.3,2.6,1.97,3.67,1.115,554
2021-11-08T00:00:00.000Z,0.87,5.6,2.17,1.8,2.67,0.888,471
2021-11-09T00:00:00.000Z,0.9,26.87,6.07,4.37,8.27,3.9,547
2021-11-10T00:00:00.000Z,4.87,33.03,9.86,7.4,14.53,5.51,547
2021-11-11T00:00:00.000Z,9.13,31.17,13.93,12.8,15.97,2.444,519
2021-11-12T00:00:00.000Z,5.87,31.77,18.93,14.17,22,5.657,483
2021-11-13T00:00:00.000Z,4.67,39.7,20.43,15.52,23.35,6.685,549
2021-11-14T00:00:00.000Z,13.3,45.53,25.73,16.67,33.57,8.402,549
2021-11-15T00:00:00.000Z,14.4,35.13,24.27,21.2,30.12,5.205,544
2021-11-16T00:00:00.000Z,19.97,40.13,27.17,25.2,29.7,3.664,543
2021-11-17T00:00:00.000Z,3.67,21.77,7,5.63,9.27,3.08,405
2021-11-18T00:00:00.000Z,3.3,11.6,6,5,8.53,2.114,500
2021-11-19T00:00:00.000Z,2.6,13.4,5.13,4.17,8.13,2.573,479
2021-11-20T00:00:00.000Z,1.6,21.03,5,2.7,12.65,5.578,504
2021-11-21T00:00:00.000Z,4.5,20.73,9.43,8.17,12.5,3.736,558
2021-11-22T00:00:00.000Z,0.3,6.5,1.4,0.83,2.83,1.438,550
2021-11-23T00:00:00.000Z,1.73,17.23,8.02,6.93,9.17,2.885,551
2021-11-24T00:00:00.000Z,3.47,19.1,10.27,7.62,12.62,3.364,553
2021-11-25T00:00:00.000Z,3.1,20.6,15.77,11.67,17.32,4.022,555
2021-11-26T00:00:00.000Z,3.97,14.67,7.7,6.33,10.19,2.452,571
2021-11-27T00:00:00.000Z,5.09,24.9,12.93,7.67,14.77,4.027,547
2021-11-28T00:00:00.000Z,7.3,45.77,11.5,9.9,15.09,5.385,544
2021-11-29T00:00:00.000Z,4.2,23.7,13.17,7.37,18.03,5.51,539
2021-11-30T00:00:00.000Z,0.6,14.53,2.02,1.33,7.07,3.717,537
2021-12-01T00:00:00.000Z,0.3,4.57,1,0.7,1.73,0.707,528
2021-12-02T00:00:00.000Z,0.2,3,0.93,0.7,1.37,0.51,529
2021-12-03T00:00:00.000Z,0.6,3.67,1.63,1.39,1.9,0.469,244
2021-12-04T00:00:00.000Z,3.37,13,6.6,4.65,8.83,2.431,532
2021-12-05T00:00:00.000Z,9.27,98.2,21.68,14.72,28.65,7.784,496
2021-12-06T00:00:00.000Z,8.52,32.1,14.33,11.9,21.17,4.985,551
2021-12-07T00:00:00.000Z,12.43,46,18.32,16.72,20.69,3.538,540
2021-12-08T00:00:00.000Z,13.43,26.27,18.87,17.47,20.53,2.272,523
2021-12-09T00:00:00.000Z,17.3,35.57,27.33,25.45,29.52,2.879,545
2021-12-10T00:00:00.000Z,13.2,38.72,30.07,23.95,33.85,6.63,525
2021-12-11T00:00:00.000Z,7.57,26,13.73,11.87,16.95,3.47,541
2021-12-12T00:00:00.000Z,4.03,22.27,15.47,6.83,17.7,5.307,475
2021-12-13T00:00:00.000Z,2.43,15.33,9.52,6.53,11.2,3.01,453
2021-12-14T00:00:00.000Z,5.3,24.23,12.27,9.1,15.84,4.758,485
2021-12-15T00:00:00.000Z,2.23,23.1,9.19,5,15.07,5.434,517
2021-12-16T00:00:00.000Z,1.73,15.67,8.17,6.53,10.4,3.172,301
2021-12-17T00:00:00.000Z,2.6,6.57,4.67,4.07,5.3,0.858,131
2021-12-18T00:00:00.000Z,0.6,7.13,2.83,2.23,3.7,1.219,523
2021-12-19T00:00:00.000Z,0.33,14.63,1.77,1.2,2.4,1.031,530
2021-12-20T00:00:00.000Z,0.43,11.23,1.57,1.1,3.1,1.46,518
2021-12-21T00:00:00.000Z,3.7,14.87,8.1,5.8,10.39,2.567,553
2021-12-22T00:00:00.000Z,5.17,22.63,10.99,8.17,16.77,4.607,530
2021-12-23T00:00:00.000Z,8.33,23.43,15.47,13.47,18.39,3.378,515
2021-12-24T00:00:00.000Z,0.3,24.7,2.89,1.27,6.19,6.438,540
2021-12-25T00:00:00.000Z,0.4,73.83,3.2,1.2,13.03,9.464,486
2021-12-26T00:00:00.000Z,2.2,51.03,6.53,4.8,11.37,5.04,547
2021-12-27T00:00:00.000Z,6.8,79.23,21.13,18.1,27.9,8.01,559
2021-12-28T00:00:00.000Z,8.43,39.36,26.73,12.52,32.65,9.861,553
2021-12-29T00:00:00.000Z,4.97,16.87,9.19,7.75,11.13,2.279,557
2021-12-30T00:00:00.000Z,1.4,11.63,5.77,4.7,6.67,1.943,549
2021-12-31T00:00:00.000Z,0.73,93.87,2.13,1.37,3.33,7.048,561
2022-01-01T00:00:00.000Z,2.5,32.07,7.77,6.69,8.78,2.155,561
2022-01-02T00:00:00.000Z,1.8,6.1,3,2.67,3.47,0.782,554
2022-01-03T00:00:00.000Z,0.3,3.33,1.5,1.12,2.06,0.636,555
2022-01-04T00:00:00.000Z,0.6,6.3,2.17,1.4,2.97,1.02,556
2022-01-05T00:00:00.000Z,0.5,3.67,1.7,1.27,2.2,0.616,556
2022-01-06T00:00:00.000Z,0.37,11.53,1.3,0.97,4.4,2.71,574
2022-01-07T00:00:00.000Z,2.33,7.8,4.09,3.53,5.6,1.214,562
2022-01-08T00:00:00.000Z,3.73,13.5,6.57,5.63,8.23,1.771,526
2022-01-09T00:00:00.000Z,1.93,10.7,4.13,3.4,5.09,1.252,522
2022-01-10T00:00:00.000Z,4.5,53.3,8.13,7.1,40.72,16.229,525
2022-01-11T00:00:00.000Z,14.5,55.63,19.48,17.8,25,9.888,558
2022-01-12T00:00:00.000Z,8.27,22.2,15.57,12.97,18.03,3.274,567
2022-01-13T00:00:00.000Z,7.4,22.97,14.87,12.6,17.23,3.206,563
2022-01-14T00:00:00.000Z,1.7,22,8.94,4.63,17.37,6.471,542
2022-01-15T00:00:00.000Z,2.2,58.87,5.07,3.93,6.47,3.408,563
2022-01-16T00:00:00.000Z,3.1,22.6,15.33,6.94,17.63,5.539,549
2022-01-17T00:00:00.000Z,0.4,19.8,2.13,1.23,3.4,3.582,568
2022-01-18T00:00:00.000Z,1,11.77,3.3,2.52,3.87,1.141,555
2022-01-19T00:00:00.000Z,3.17,15.97,7.42,6.2,8.67,2.269,550
2022-01-20T00:00:00.000Z,0.4,6.57,1.47,1.17,2.06,0.861,566
2022-01-21T00:00:00.000Z,0.47,5.07,1.43,1.07,1.9,0.912,522
2022-01-22T00:00:00.000Z,1.23,105.5,3.2,2.52,6.4,5.102,560
2022-01-23T00:00:00.000Z,0.87,18.8,4.07,2.83,6.52,3.122,549
2022-01-24T00:00:00.000Z,1.4,15.53,7.03,4.47,10.8,3.561,542
2022-01-25T00:00:00.000Z,6.53,20.7,12,10.05,15.47,2.979,540
2022-01-26T00:00:00.000Z,2.77,30.03,9.78,8.02,18.37,6.703,530
2022-01-27T00:00:00.000Z,0.6,16.3,7.2,3.49,10.25,4.13,557
2022-01-28T00:00:00.000Z,0.4,5.63,2.37,1.9,2.97,0.764,562
2022-01-29T00:00:00.000Z,0.77,8.86,3.4,2.29,5.27,1.933,562
2022-01-30T00:00:00.000Z,0.67,6.03,2.89,2.13,3.57,1.048,564
2022-01-31T00:00:00.000Z,1.9,58.83,4.73,3.9,6,4.314,559
2022-02-01T00:00:00.000Z,0.43,9.57,2.52,1.9,5.17,2.258,519
2022-02-02T00:00:00.000Z,0.47,5.5,1.93,1.53,2.9,0.979,535
2022-02-03T00:00:00.000Z,1.07,12.07,5.13,2.52,9.1,3.373,511
2022-02-04T00:00:00.000Z,0.3,12.4,5.4,0.97,10.19,4.342,546
2022-02-05T00:00:00.000Z,0.3,4.03,1.7,1.37,2.02,0.538,561
2022-02-06T00:00:00.000Z,0.3,2.43,0.8,0.53,1.23,0.449,563
2022-02-07T00:00:00.000Z,0.3,3.6,1.57,0.93,2.13,0.75,558
2022-02-08T00:00:00.000Z,0.97,12.77,3.93,2.57,6.77,2.737,555
2022-02-09T00:00:00.000Z,0.77,12.43,3.23,2,4.59,2.345,534
2022-02-10T00:00:00.000Z,0.5,9.83,3.57,2.45,4.13,1.398,532
2022-02-11T00:00:00.000Z,0.9,9.67,2.73,1.87,4.59,1.77,543
2022-02-12T00:00:00.000Z,0.97,30.23,3.97,2.1,9.86,5.349,555
2022-02-13T00:00:00.000Z,2.4,13.3,6.1,4.43,7.7,1.986,575
2022-02-14T00:00:00.000Z,1.77,9.19,4.09,3.04,5.9,1.775,564
2022-02-15T00:00:00.000Z,1.3,12.77,4.43,3.19,5.6,1.997,580
2022-02-16T00:00:00.000Z,0.4,2.73,0.9,0.73,1.57,0.552,568
2022-02-17T00:00:00.000Z,0.3,3.1,1.17,0.87,1.49,0.479,569
2022-02-18T00:00:00.000Z,0.37,4.17,1.7,1.2,2.27,0.718,565
2022-02-19T00:00:00.000Z,0.3,9,1.37,1,1.8,0.901,573
2022-02-20T00:00:00.000Z,0.4,3.67,1.1,0.8,1.7,0.692,566
2022-02-21T00:00:00.000Z,0.2,3.03,1.17,0.7,1.53,0.553,567
2022-02-22T00:00:00.000Z,0.53,5.5,2.29,1.8,2.77,0.75,585
2022-02-23T00:00:00.000Z,0.93,31.4,2.6,2.1,3.97,4.333,569
2022-02-24T00:00:00.000Z,0.43,20.73,2.06,1.63,2.83,1.189,574
2022-02-25T00:00:00.000Z,0.43,5.6,1.83,1.33,2.23,0.662,395
2022-02-26T00:00:00.000Z,1.17,46.73,3.53,2.69,10.15,6.359,573
2022-02-27T00:00:00.000Z,5.97,43.53,10.85,8.86,12.87,3.78,568
2022-02-28T00:00:00.000Z,3.33,16,9.8,6.8,11.63,2.994,566
2022-03-01T00:00:00.000Z,3.1,53.9,6.47,5.6,9.69,7.489,579
2022-03-02T00:00:00.000Z,5.47,30.53,10.77,8.83,16.88,5.408,541
2022-03-03T00:00:00.000Z,6.77,27.9,11.67,10.07,15.47,4.062,558
2022-03-04T00:00:00.000Z,0.63,24.8,11.07,4,14.33,5.912,567
2022-03-05T00:00:00.000Z,2.23,48.23,7.95,6.43,10.17,4.326,578
2022-03-06T00:00:00.000Z,1.33,78.93,5.3,4.09,7.3,4.814,544
2022-03-07T00:00:00.000Z,1,42,4.53,2.2,5.67,3.171,576
2022-03-08T00:00:00.000Z,0.8,43.93,4.23,2.2,10.57,6.822,567
2022-03-09T00:00:00.000Z,3,15.73,7.5,5.07,9.13,2.547,566
