# Sensor Winterfeldallee, Rangsdorf, Germany (Citizen Science project sensor.community/21611)
# https://aqicn.org/station/@66838/
# Daily pm25
date,min,max,pm25,q1,q3,stdev,count
2022-03-10T00:00:00.000Z,3.77,25.83,9,6.75,13.29,3.992,572
2022-03-11T00:00:00.000Z,2.83,27.4,6.5,5.73,7.4,2.284,563
2022-03-12T00:00:00.000Z,2.54,23.7,8.33,4.76,9.44,3.251,561
2022-03-13T00:00:00.000Z,2.63,15.1,7.09,5.27,8.47,2.503,554
2022-03-14T00:00:00.000Z,6.37,16.39,11.5,9.6,12.53,2.028,569
2022-03-15T00:00:00.000Z,8.23,21.37,14.83,12.2,16.89,2.895,574
2022-03-16T00:00:00.000Z,9.27,38.6,15.34,12.07,22.7,5.988,560
2022-03-17T00:00:00.000Z,5.4,48.8,29.77,25.43,36.78,10.125,565
2022-03-18T00:00:00.000Z,1.1,39.47,4.33,2.9,6.57,4.946,541
2022-03-19T00:00:00.000Z,1.37,19.57,6.52,3.5,12.82,5.087,570
2022-03-20T00:00:00.000Z,8.52,44.83,12.33,11.03,14.72,2.919,556
2022-03-21T00:00:00.000Z,4.18,32.13,8.4,5.99,10.22,3.437,549
2022-03-22T00:00:00.000Z,3.63,40.77,9.3,6.83,10.82,4.587,577
2022-03-23T00:00:00.000Z,8.48,35.79,14.03,12.26,17.02,4.018,565
2022-03-24T00:00:00.000Z,5.57,40.1,17.47,12.41,20.5,5.461,553
2022-03-25T00:00:00.000Z,7.4,59,15.77,13.6,20.47,6.635,569
2022-03-26T00:00:00.000Z,4.03,27.57,12.05,8.98,19.3,5.846,573
2022-03-27T00:00:00.000Z,1.58,23.1,7.77,3.95,12.97,5.404,567
2022-03-28T00:00:00.000Z,1.4,15.3,5.22,3.07,8.69,3.442,568
2022-03-29T00:00:00.000Z,2.4,17.7,8.57,4.47,13.15,4.337,545
2022-03-30T00:00:00.000Z,0.93,6.83,2.57,1.9,3.53,1.202,562
2022-03-31T00:00:00.000Z,0.97,7.8,3.03,2.4,4.4,1.239,579
2022-04-01T00:00:00.000Z,0.67,8.4,2.17,1.7,2.6,0.729,545
2022-04-02T00:00:00.000Z,0.56,10.3,1.73,1.5,2.02,0.911,505
2022-04-03T00:00:00.000Z,0.67,3.83,1.77,1.47,2.17,0.529,575
2022-04-04T00:00:00.000Z,0.93,9.57,4.4,2.93,6.4,2.058,578
2022-04-05T00:00:00.000Z,0.53,8.6,1.73,1.2,3.8,1.968,566
2022-04-06T00:00:00.000Z,1.37,10.8,4.2,2.7,6.15,2.119,533
2022-04-07T00:00:00.000Z,0.4,3.7,1.17,0.7,2.02,0.834,567
2022-04-08T00:00:00.000Z,0.4,5.73,1.23,0.9,2.23,1.216,579
2022-04-09T00:00:00.000Z,0.3,4.26,1.57,1.07,2.06,0.699,564
2022-04-10T00:00:00.000Z,0.56,3.9,1.83,1.4,2.4,0.657,572
2022-04-11T00:00:00.000Z,0.53,9.1,1.9,1.4,3.23,1.821,575
2022-04-12T00:00:00.000Z,1.55,6.7,3.3,2.47,4.53,1.207,580
2022-04-13T00:00:00.000Z,1.8,12.8,5.73,3.55,7.05,2.047,567
2022-04-14T00:00:00.000Z,0.82,12.27,5.83,2.78,6.87,2.583,566
2022-04-15T00:00:00.000Z,1.3,50.53,5.7,4.33,8.23,3.841,575
2022-04-16T00:00:00.000Z,0.5,6.97,1.4,1.05,2.02,0.96,579
2022-04-17T00:00:00.000Z,0.7,26.7,3.77,2.22,4.98,2.791,572
2022-04-18T00:00:00.000Z,0.65,37.95,2.44,1.65,7.47,3.689,568
2022-04-19T00:00:00.000Z,0.9,10.07,2.57,1.6,3.3,1.376,571
2022-04-20T00:00:00.000Z,0.77,16.63,2.6,1.9,3.55,1.353,573
2022-04-21T00:00:00.000Z,2.5,43,7.13,4.62,9.57,4.847,565
2022-04-22T00:00:00.000Z,1.92,19.73,5.93,3.83,8.65,4.066,561
2022-04-23T00:00:00.000Z,2.78,48.3,5.13,4.18,9.6,4.148,562
2022-04-24T00:00:00.000Z,1.63,17.23,4.57,3.33,5.5,1.75,555
2022-04-25T00:00:00.000Z,1.73,15.13,5.53,3.13,9.27,3.354,549
2022-04-26T00:00:00.000Z,1.14,10.57,2.88,1.83,6.27,2.616,547
2022-04-27T00:00:00.000Z,1.02,7.43,3.6,2,4.59,1.444,559
2022-04-28T00:00:00.000Z,1.5,49.17,5.47,3.45,7.3,3.265,561
2022-04-29T00:00:00.000Z,1.38,9.77,3.2,2.46,5.07,1.935,565
2022-04-30T00:00:00.000Z,1.2,16.82,3.3,2.7,3.97,1.737,579
2022-05-01T00:00:00.000Z,1.73,17.38,3.7,2.63,4.8,2.281,523
2022-05-02T00:00:00.000Z,2.29,18.03,4.09,3.37,5.43,2.804,461
2022-05-03T00:00:00.000Z,0.6,9.73,2.95,1.33,5.47,2.746,526
2022-05-04T00:00:00.000Z,2.33,7.72,4.65,3.63,5.53,1.161,578
2022-05-05T00:00:00.000Z,1.38,9.3,4.82,2.9,6.33,1.875,563
2022-05-06T00:00:00.000Z,0.88,20.98,4.4,1.92,5.54,2.307,569
2022-05-07T00:00:00.000Z,1.7,42.88,3.64,2.75,4.87,3.445,576
2022-05-08T00:00:00.000Z,0.75,6.65,2.1,1.6,2.78,0.993,565
2022-05-09T00:00:00.000Z,1.27,17.57,2.8,2.38,3.43,1.243,527
2022-05-10T00:00:00.000Z,1.8,9.15,3.53,2.75,4.28,1.127,514
2022-05-11T00:00:00.000Z,2.38,9.52,4.93,3.49,5.96,1.59,508
2022-05-12T00:00:00.000Z,0.43,7.72,1,0.8,1.58,1.821,521
2022-05-13T00:00:00.000Z,0.9,15.9,1.88,1.5,2.63,1.133,531
2022-05-14T00:00:00.000Z,1.52,6.25,2.78,2.4,3.7,0.899,548
2022-05-15T00:00:00.000Z,0.52,17.8,1.6,1.2,3.67,1.963,531
2022-05-16T00:00:00.000Z,1.17,8.02,2,1.7,2.38,0.654,533
2022-05-17T00:00:00.000Z,1.48,16,3.6,3.03,4.97,1.946,531
2022-05-18T00:00:00.000Z,0.7,5.88,3.7,1.72,4.32,1.426,521
2022-05-19T00:00:00.000Z,1.5,6.05,3.15,2.52,4.13,1.037,533
2022-05-20T00:00:00.000Z,1.52,15.9,4.63,3.08,6.95,3.198,527
2022-05-21T00:00:00.000Z,0.7,3.35,1.37,1.12,1.67,0.42,534
2022-05-22T00:00:00.000Z,0.56,13.67,1.3,1,1.73,1.852,506
2022-05-23T00:00:00.000Z,0.82,7.03,2,1.6,2.83,1.15,519
2022-05-24T00:00:00.000Z,0.6,6.1,1.74,1.25,2.65,1.241,538
2022-05-25T00:00:00.000Z,0.4,4,1.5,1.02,2.37,0.812,499
2022-05-26T00:00:00.000Z,0.7,4.72,1.73,1.4,2.35,0.881,521
2022-05-27T00:00:00.000Z,0.3,8.44,1.62,1.2,4.25,2.315,498
2022-05-28T00:00:00.000Z,0.56,4.18,1.27,1.03,1.53,0.416,525
2022-05-29T00:00:00.000Z,0.6,2.93,1.63,1.27,1.97,0.467,450
2022-05-30T00:00:00.000Z,0.6,5.87,1.97,1.1,2.8,1.028,491
2022-05-31T00:00:00.000Z,0.8,10.05,1.88,1.38,2.88,1.494,492
2022-06-01T00:00:00.000Z,0.6,9.73,3.25,1.4,6.3,2.534,498
2022-06-02T00:00:00.000Z,0.75,7.77,2.15,1.3,4.95,2.127,210
2022-06-03T00:00:00.000Z,1.2,15.85,1.88,1.6,2.17,1.485,272
2022-06-04T00:00:00.000Z,1.6,13.98,2.75,2.38,3.1,1.162,429
2022-06-05T00:00:00.000Z,2.65,8.36,5.5,4.9,6.1,0.982,409
2022-06-06T00:00:00.000Z,1.38,15.2,4.3,2.92,6.47,3.19,338
2022-06-07T00:00:00.000Z,0.6,6.72,1.42,1.14,2.54,1.473,522
2022-06-08T00:00:00.000Z,0.5,4.2,1.6,1,2.42,0.78,503
2022-06-09T00:00:00.000Z,1.08,12.35,2.4,1.88,3.3,1.203,506
2022-06-10T00:00:00.000Z,0.75,5.13,1.75,1.4,2.33,0.743,475
2022-06-11T00:00:00.000Z,0.8,7.55,2.54,1.65,3.94,1.338,461
2022-06-12T00:00:00.000Z,1.05,44.35,3.68,1.9,5.53,6.436,478
2022-06-13T00:00:00.000Z,0.4,2.65,1.25,0.8,1.7,0.503,459
2022-06-14T00:00:00.000Z,0.56,3.92,1.23,1,1.5,0.373,363
2022-06-15T00:00:00.000Z,0.82,18.85,1.95,1.6,2.29,1.038,486
2022-06-16T00:00:00.000Z,0.5,10.73,2.29,1.25,2.83,0.94,498
2022-06-17T00:00:00.000Z,0.7,6.32,1.47,1.17,2.13,0.747,426
2022-06-18T00:00:00.000Z,1,19.07,3.83,2.4,5.36,2.1,497
2022-06-19T00:00:00.000Z,1.05,27.13,4.57,2.71,6.71,3.919,453
2022-06-20T00:00:00.000Z,0.63,7.4,2.97,1.92,4.15,1.513,379
2022-06-21T00:00:00.000Z,0.6,3.67,1.5,1.08,2.25,0.68,377
2022-06-22T00:00:00.000Z,0.82,4.8,1.98,1.4,3.51,1.112,357
2022-06-23T00:00:00.000Z,1.5,9.05,2.85,2.29,3.6,0.879,294
2022-06-24T00:00:00.000Z,1.52,19.75,3.8,3.13,4.47,3.268,558
2022-06-25T00:00:00.000Z,7.95,28.15,12.48,10.98,16.1,4.034,574
2022-06-26T00:00:00.000Z,4.13,23.42,7.25,6.04,16.01,5.918,576
2022-06-27T00:00:00.000Z,1.8,14.3,5.64,3.71,9.51,3.521,556
2022-06-28T00:00:00.000Z,0.75,42.72,1.58,1.2,4.63,3.615,540
2022-06-29T00:00:00.000Z,0.95,4.25,2.35,1.85,2.78,0.654,556
2022-06-30T00:00:00.000Z,2.22,14.75,7.43,4.13,9.18,2.981,551
2022-07-01T00:00:00.000Z,0.6,26.13,3.63,2.4,17.05,8.01,553
2022-07-02T00:00:00.000Z,0.8,13.75,2,1.45,6.95,3.546,559
2022-07-03T00:00:00.000Z,1.45,5.13,2.83,2.27,3.39,0.758,529
2022-07-04T00:00:00.000Z,0.6,6.43,1.1,0.95,2.42,1.405,554
2022-07-05T00:00:00.000Z,0.56,16.48,1.35,1.1,1.6,0.745,531
2022-07-06T00:00:00.000Z,0.3,1.98,0.88,0.68,1.1,0.305,549
2022-07-07T00:00:00.000Z,0.5,4.95,2,1.25,2.92,1.094,373
2022-07-08T00:00:00.000Z,0.7,6.82,1.75,1.33,2.38,0.713,542
2022-07-09T00:00:00.000Z,0.6,4.03,1.75,1.3,2.22,0.629,539
2022-07-10T00:00:00.000Z,0.5,3.35,1.05,0.9,1.27,0.286,550
2022-07-11T00:00:00.000Z,0.4,2.15,1.12,0.88,1.4,0.361,542
2022-07-12T00:00:00.000Z,0.38,2.67,0.93,0.7,1.27,0.446,565
2022-07-13T00:00:00.000Z,0.85,3.05,1.52,1.35,1.77,0.432,514
2022-07-14T00:00:00.000Z,0.35,3,0.85,0.64,1.77,0.66,545
2022-07-15T00:00:00.000Z,0.4,3.03,0.9,0.7,1.2,0.429,513
2022-07-16T00:00:00.000Z,0.3,2.83,0.85,0.68,1.1,0.346,573
2022-07-17T00:00:00.000Z,0.65,3,1.25,1.1,1.41,0.293,576
2022-07-18T00:00:00.000Z,1,4.55,2.78,1.95,3.3,0.784,559
2022-07-19T00:00:00.000Z,1.6,47.33,3.4,2.52,4.03,2.039,573
2022-07-20T00:00:00.000Z,2.72,8.18,4.65,4,5.7,1.069,581
2022-07-21T00:00:00.000Z,3.22,13.38,6.65,5.75,8.25,2.068,571
2022-07-22T00:00:00.000Z,1.4,9.8,4.26,2.8,6.15,2.138,578
2022-07-23T00:00:00.000Z,0.8,6.97,3.63,1.48,4.75,1.593,555
2022-07-24T00:00:00.000Z,0.73,2.58,1.35,1.14,1.6,0.336,565
2022-07-25T00:00:00.000Z,1.52,10.3,6.45,2.38,7.28,2.494,577
2022-07-26T00:00:00.000Z,0.4,10.68,1.4,0.82,6.45,2.926,571
2022-07-27T00:00:00.000Z,0.45,3.45,1,0.8,1.27,0.489,568
2022-07-28T00:00:00.000Z,0.73,2.47,1.4,1.14,1.65,0.339,555
2022-07-29T00:00:00.000Z,1.45,3.88,2.42,2.04,2.78,0.466,558
2022-07-30T00:00:00.000Z,1.05,5.3,1.9,1.55,2.38,0.663,563
2022-07-31T00:00:00.000Z,1.52,6.93,3.25,2.4,5.07,1.505,582
2022-08-01T00:00:00.000Z,0.5,6.47,1.97,1.14,3.7,1.419,512
2022-08-02T00:00:00.000Z,1.1,4.13,1.95,1.75,2.25,0.547,540
2022-08-03T00:00:00.000Z,1.27,17.23,3.08,2.04,3.85,3.239,547
2022-08-04T00:00:00.000Z,1.48,7.8,3.85,2.6,4.65,1.444,445
2022-08-05T00:00:00.000Z,0.4,7.7,2.97,1.5,5,1.953,563
2022-08-06T00:00:00.000Z,0.3,3.22,0.68,0.55,0.9,0.602,557
2022-08-07T00:00:00.000Z,0.7,15.9,1.52,1,2.16,2.127,433
2022-08-08T00:00:00.000Z,1.2,6.8,2.42,2,2.8,0.59,513
2022-08-09T00:00:00.000Z,1.27,5.25,2.52,2,2.92,0.589,565
2022-08-10T00:00:00.000Z,1.08,4.47,2.08,1.7,2.63,0.589,466
2022-08-11T00:00:00.000Z,0.9,4.82,2.1,1.5,2.78,0.84,451
2022-08-12T00:00:00.000Z,0.9,5.8,2.15,1.58,2.8,0.777,553
2022-08-13T00:00:00.000Z,3.47,13.85,6,4.82,8.07,2.515,581
2022-08-14T00:00:00.000Z,3.55,15.63,7.7,5.2,12,3.437,555
2022-08-15T00:00:00.000Z,4.38,16.6,10.15,7.4,11.84,2.7,441
2022-08-16T00:00:00.000Z,3.55,19.63,7.6,5.31,14.59,4.796,581
2022-08-17T00:00:00.000Z,3.2,10.1,6.32,4.5,8.52,2.033,425
2022-08-18T00:00:00.000Z,5.43,13.3,8.76,7.5,9.85,1.584,484
2022-08-19T00:00:00.000Z,5.4,19.2,12.73,11.51,14.63,2.673,577
2022-08-20T00:00:00.000Z,5.2,18.92,12.57,8.26,14.88,3.661,537
2022-08-21T00:00:00.000Z,0.7,7.82,3.22,1.95,5.01,1.95,512
2022-08-22T00:00:00.000Z,0.9,6.25,2.29,1.85,4.04,1.31,333
2022-08-23T00:00:00.000Z,1.67,6.9,3.6,2.95,4.09,0.768,534
2022-08-24T00:00:00.000Z,2.5,56.78,5.8,5,9.5,4.766,471
2022-08-25T00:00:00.000Z,4.59,25.23,6.93,6.2,8.88,3.385,499
2022-08-26T00:00:00.000Z,4.88,19.45,10.99,9.01,13.63,3.325,556
2022-08-27T00:00:00.000Z,2.08,19.85,8.11,5.28,13.42,4.824,540
2022-08-28T00:00:00.000Z,1.65,8.8,3.5,3.05,4.28,1.196,539
2022-08-29T00:00:00.000Z,1.83,8.43,3.17,2.7,3.82,0.777,528
2022-08-30T00:00:00.000Z,0.8,13.43,2.35,1.76,3.59,2.996,540
2022-08-31T00:00:00.000Z,0.5,2.22,0.93,0.77,1.12,0.259,528
2022-09-01T00:00:00.000Z,0.4,8.48,0.82,0.7,1.05,0.592,479
2022-09-02T00:00:00.000Z,0.47,4.73,1.17,0.9,1.6,0.558,463
2022-09-03T00:00:00.000Z,0.7,2.92,1.42,1.2,1.75,0.384,371
2022-09-04T00:00:00.000Z,0.98,3.83,1.9,1.65,2.19,0.48,221
2022-09-05T00:00:00.000Z,1.92,6.32,3.9,3.34,4.4,0.827,356
2022-09-06T00:00:00.000Z,0.73,4.82,2.69,1.57,3.3,0.992,532
2022-09-07T00:00:00.000Z,1.65,15.4,5.55,2.65,7.47,2.893,505
2022-09-08T00:00:00.000Z,1.9,17.07,4.87,3.95,6.5,3.366,350
2022-09-09T00:00:00.000Z,0.43,4.28,1.4,1.05,2.65,0.926,512
2022-09-10T00:00:00.000Z,0.63,22.27,1.63,1.23,3.88,3.449,511
2022-09-11T00:00:00.000Z,2.25,15.52,5.95,4.23,8.25,3.253,512
2022-09-12T00:00:00.000Z,0.65,9.6,2.34,1.3,3.08,1.313,466
2022-09-13T00:00:00.000Z,2.1,8.32,4.9,3.28,6.2,1.537,482
2022-09-14T00:00:00.000Z,0.77,11.57,2.4,1.7,3.35,2.008,518
2022-09-15T00:00:00.000Z,0.43,4.65,1.14,0.81,3.15,1.21,516
2022-09-16T00:00:00.000Z,0.32,3.1,1,0.8,1.27,0.359,494
2022-09-17T00:00:00.000Z,0.3,2.95,1.33,0.97,1.72,0.53,488
2022-09-18T00:00:00.000Z,0.3,10.55,1.1,0.8,1.5,0.765,507
2022-09-19T00:00:00.000Z,0.3,3.7,1.3,0.93,1.9,0.721,485
2022-09-20T00:00:00.000Z,0.3,11.67,1.6,1.07,2.02,0.957,427
2022-09-21T00:00:00.000Z,0.38,5.73,2.23,1.67,2.8,0.957,461
2022-09-22T00:00:00.000Z,0.38,19.7,3.5,0.82,4.9,3.288,510
2022-09-23T00:00:00.000Z,0.77,20.13,4,2.19,5,2.802,505
2022-09-24T00:00:00.000Z,2.58,16.39,5.63,4.63,6.68,2.169,535
2022-09-25T00:00:00.000Z,2.4,14.27,5.78,4.76,7.35,2.058,500
2022-09-26T00:00:00.000Z,0.55,8.63,2.5,1.6,3.03,1.234,475
2022-09-27T00:00:00.000Z,0.67,3.53,1.7,1.4,2.06,0.465,503
2022-09-28T00:00:00.000Z,1,8.1,2.77,2.06,3.37,1.056,509
2022-09-29T00:00:00.000Z,1,18.37,7.27,5.47,10,3.483,470
2022-09-30T00:00:00.000Z,1.5,42.3,5.87,4.63,7.33,3.243,490
2022-10-01T00:00:00.000Z,0.6,10.8,2.73,1.63,6.67,2.895,455
2022-10-02T00:00:00.000Z,0.6,4.3,1.93,1.57,2.4,0.68,266
2022-10-03T00:00:00.000Z,0.7,7,1.7,1.47,2.02,0.761,265
2022-10-04T00:00:00.000Z,0.7,13.98,2.17,1.75,2.67,1.396,311
2022-10-05T00:00:00.000Z,1.4,10.52,2.4,2.12,2.72,0.955,312
2022-10-06T00:00:00.000Z,0.3,12.03,1.95,0.93,2.73,1.6,525
2022-10-07T00:00:00.000Z,0.9,16.87,3.72,2.47,5.42,2.552,516
2022-10-08T00:00:00.000Z,0.9,10.93,3.73,2.29,5.54,1.872,528
2022-10-09T00:00:00.000Z,0.6,10.27,1.97,1.47,3.45,1.577,545
2022-10-10T00:00:00.000Z,1.33,10.83,2.85,2.4,3.8,1.652,535
2022-10-11T00:00:00.000Z,0.65,9.93,2.06,1.5,4.67,2.223,520
2022-10-12T00:00:00.000Z,0.75,14.97,3.93,2.29,5.47,2.655,530
2022-10-13T00:00:00.000Z,3.2,19.82,7.97,5.85,13.89,4.411,540
2022-10-14T00:00:00.000Z,2.5,26.85,11.23,7.72,13.27,4.199,514
2022-10-15T00:00:00.000Z,1.45,24.88,8.91,4.53,12.4,4.946,526
2022-10-16T00:00:00.000Z,0.5,19.27,2.78,1.3,7.65,3.791,415
2022-10-17T00:00:00.000Z,2.45,14.48,4.57,3.76,6.71,2.861,517
2022-10-18T00:00:00.000Z,2.63,14.85,8.18,5.95,10.02,2.817,364
2022-10-21T00:00:00.000Z,4.37,13.25,8.19,6.85,9.59,1.775,500
2022-10-22T00:00:00.000Z,1.3,999.9,6.8,4.38,9.3,224.609,526
2022-10-23T00:00:00.000Z,1.3,8.13,4.43,3.53,5.25,1.37,526
2022-10-24T00:00:00.000Z,1.08,7.15,2.49,1.95,3.35,1.022,510
2022-10-25T00:00:00.000Z,0.9,14.55,2.08,1.5,3.7,2.287,519
2022-10-26T00:00:00.000Z,0.8,21.93,3.77,2.63,4.9,2.154,527
2022-10-27T00:00:00.000Z,1.23,24.7,4.68,3.73,5.85,2.114,522
2022-10-28T00:00:00.000Z,2,41.72,5.19,3.99,6.4,3.308,492
2022-10-29T00:00:00.000Z,3.15,47.75,5.03,4.25,13.88,9.227,518
2022-10-30T00:00:00.000Z,3.97,70.05,10.93,6.96,13.01,8.772,509
2022-10-31T00:00:00.000Z,6.23,107.55,15.43,9.83,23.3,8.516,507
2022-11-01T00:00:00.000Z,3.8,22.57,9.85,5.82,18.8,6.394,503
2022-11-02T00:00:00.000Z,0.77,17.73,2.33,1.6,4.2,2.523,495
2022-11-03T00:00:00.000Z,1.3,14.07,3.29,2.49,3.97,1.229,540
2022-11-04T00:00:00.000Z,3.8,9.69,7.13,6.17,7.87,1.18,511
2022-11-05T00:00:00.000Z,0.7,11.37,4.51,3.5,6.03,2.119,510
2022-11-06T00:00:00.000Z,1.5,19.2,5.97,4.67,9.17,3.07,506
2022-11-07T00:00:00.000Z,0.8,10.97,1.8,1.46,4,2.415,545
2022-11-08T00:00:00.000Z,0.8,6.23,2.06,1.6,3.23,1.199,518
2022-11-09T00:00:00.000Z,0.93,8.02,2.75,1.89,3.83,1.435,521
2022-11-10T00:00:00.000Z,0.7,13.3,1.67,1.27,2.93,1.481,519
2022-11-11T00:00:00.000Z,1.1,16,3.12,2.6,4.59,2.395,508
2022-11-12T00:00:00.000Z,2.93,51.93,7.87,4.59,15.6,9.779,518
2022-11-13T00:00:00.000Z,6.3,28.23,11.5,8.93,15.97,5.665,535
2022-11-14T00:00:00.000Z,12.13,47.7,24.77,18.6,29.97,6.586,511
2022-11-15T00:00:00.000Z,5.73,46.8,20.3,15.27,21.83,5.701,514
2022-11-16T00:00:00.000Z,5.77,48.53,18.07,9.19,26.53,8.917,495
2022-11-17T00:00:00.000Z,5.6,169,9.4,8.19,13.85,10.883,521
2022-11-18T00:00:00.000Z,2.83,29.17,15.4,7.57,18.8,6.286,518
2022-11-19T00:00:00.000Z,1.83,12.57,6.8,5,8.43,2.255,487
2022-11-20T00:00:00.000Z,5.93,15.73,10.39,9.33,12.03,2.044,534
2022-11-21T00:00:00.000Z,7.4,24.37,12.87,10.87,14.57,2.685,519
2022-11-22T00:00:00.000Z,7.97,27.43,17.07,14.93,19.57,3.489,519
2022-11-23T00:00:00.000Z,7.27,23.33,15.77,13.33,17.63,3.196,520
2022-11-24T00:00:00.000Z,13.07,31.7,19.39,17.57,21.83,3.092,518
2022-11-25T00:00:00.000Z,4.53,67.77,10.7,8.33,13.05,8.476,509
2022-11-26T00:00:00.000Z,3.2,21.6,8.27,5.7,11.8,4.288,515
2022-11-27T00:00:00.000Z,3.97,18.53,9.47,8.55,10.37,2.204,528
2022-11-28T00:00:00.000Z,8.73,27.2,13.67,11.43,21.32,5.281,480
2022-11-29T00:00:00.000Z,17.13,28.3,22.32,20.73,24.2,2.381,430
2022-11-30T00:00:00.000Z,11.17,41.97,30.42,28.12,32.27,5.165,520
2022-12-01T00:00:00.000Z,19.82,50.93,30.1,27.95,33.2,4.437,456
2022-12-02T00:00:00.000Z,11.1,29.17,20.2,17.62,23.32,3.698,564
2022-12-03T00:00:00.000Z,11.63,37,26.97,24.65,29.25,3.935,552
2022-12-04T00:00:00.000Z,28,43.37,36.86,34.77,38.7,3,502
2022-12-05T00:00:00.000Z,9.67,42.33,17.93,13.89,26.35,8.509,501
2022-12-06T00:00:00.000Z,2.2,11.5,6.6,4.23,7.8,2.28,510
2022-12-07T00:00:00.000Z,1.2,14.47,2.93,2.33,6.63,3.656,517
2022-12-08T00:00:00.000Z,1.8,23.63,8.43,6.6,9.73,3.778,536
2022-12-09T00:00:00.000Z,4.43,29,9.74,6.57,12.17,3.103,504
2022-12-10T00:00:00.000Z,9,25.9,13.1,11.95,14.43,2.066,529
2022-12-11T00:00:00.000Z,6.33,14.47,10.67,9.83,11.57,1.416,536
2022-12-12T00:00:00.000Z,2.6,14.53,8.33,5.72,11.13,2.977,492
2022-12-13T00:00:00.000Z,6.9,39.79,12.3,10.68,15.59,3.784,505
2022-12-14T00:00:00.000Z,6.77,39.33,12,10.37,18.1,5.52,498
2022-12-15T00:00:00.000Z,8.27,36.27,18.47,15.23,22.64,5.581,504
2022-12-16T00:00:00.000Z,11.53,40.72,21.23,15.93,27.69,7.477,481
2022-12-17T00:00:00.000Z,8.07,37,13.63,11.9,16.27,7.235,505
2022-12-18T00:00:00.000Z,9,36.93,15.6,14.03,17.19,2.788,517
2022-12-19T00:00:00.000Z,9.4,17.77,12.73,11.83,13.7,1.448,509
2022-12-20T00:00:00.000Z,6.43,14.27,9.85,8.55,11.37,1.637,524
2022-12-21T00:00:00.000Z,3.57,16.43,10.63,6.23,13.03,3.695,491
2022-12-22T00:00:00.000Z,2.13,13.77,7.17,5,9.3,2.557,517
2022-12-23T00:00:00.000Z,4.2,22.27,7.65,6.1,9,2.16,370
2022-12-24T00:00:00.000Z,2.87,12.87,6.7,4.5,7.9,2.017,184
2023-01-01T00:00:00.000Z,1.73,6.5,3.49,2.73,4.19,1,176
2023-01-02T00:00:00.000Z,0.7,4.5,2.08,1.27,2.83,0.865,507
2023-01-03T00:00:00.000Z,1.1,26.4,2.4,1.73,7.03,6.555,421
2023-01-04T00:00:00.000Z,0.4,7.6,1.9,1.17,3.47,1.52,466
2023-01-05T00:00:00.000Z,0.2,3.73,1.33,1.03,1.67,0.52,495
2023-01-06T00:00:00.000Z,0.5,7.6,2.29,1.57,3.07,1.306,494
2023-01-07T00:00:00.000Z,0.67,7.1,3.3,2.52,3.83,1.225,499
2023-01-08T00:00:00.000Z,2.57,19.23,5.93,4.03,8.8,2.785,542
2023-01-09T00:00:00.000Z,0.9,31.33,8.34,1.83,11.13,5.091,494
2023-01-10T00:00:00.000Z,1.33,10.3,3.67,2.67,4.47,1.253,523
2023-01-11T00:00:00.000Z,0.6,6.23,1.57,1.2,2.6,1.087,472
2023-01-12T00:00:00.000Z,0.3,3.6,1.02,0.6,1.53,0.64,506
2023-01-13T00:00:00.000Z,0.3,2.17,0.7,0.5,1.1,0.43,456
2023-01-14T00:00:00.000Z,0.56,18.8,1.5,1.12,2.06,1.051,524
2023-01-15T00:00:00.000Z,0.3,1.7,0.67,0.5,0.83,0.223,447
2023-01-16T00:00:00.000Z,0.5,5.63,1.4,1,2.13,0.81,486
2023-01-17T00:00:00.000Z,0.33,30.4,1.33,0.83,7.07,5.055,511
2023-01-18T00:00:00.000Z,2.8,15.73,5.09,4.17,6.47,2.232,423
2023-01-19T00:00:00.000Z,5.17,20.37,9.33,8.36,10.3,1.954,535
2023-01-20T00:00:00.000Z,7.3,28.57,16.37,12.6,18.89,4.295,519
2023-01-21T00:00:00.000Z,1.23,12.53,6.45,2.72,8.97,3.193,492
2023-01-22T00:00:00.000Z,1.67,15.83,6.4,4,9.93,3.346,551
2023-01-23T00:00:00.000Z,8.57,21.17,15.37,11.57,17.82,3.45,447
2023-01-24T00:00:00.000Z,7.83,27.13,16.67,11.52,19.23,4.185,528
2023-01-25T00:00:00.000Z,7.43,19.97,13.17,10.83,15.43,2.907,469
2023-01-26T00:00:00.000Z,5.43,21.53,10.7,8.3,13.87,3.658,522
2023-01-27T00:00:00.000Z,0.9,19.1,4.67,2.43,9.8,4.232,423
2023-01-28T00:00:00.000Z,0.7,12.13,2.6,2.1,3.6,2.387,514
2023-01-29T00:00:00.000Z,2.33,13.63,8.52,7.37,10.15,2.059,509
2023-01-30T00:00:00.000Z,0.5,13.37,3.32,2,9.97,4.051,488
2023-01-31T00:00:00.000Z,0.8,4.7,2.37,2,2.83,0.674,475
2023-02-01T00:00:00.000Z,0.63,4.7,1.93,1.43,2.73,0.829,514
2023-02-02T00:00:00.000Z,0.6,75.73,2,1.47,3.53,6.936,499
2023-02-03T00:00:00.000Z,0.5,9.47,3.37,1.83,4.53,2.029,390
2023-02-04T00:00:00.000Z,0.5,10.33,1.37,1.03,2.27,1.045,558
2023-02-05T00:00:00.000Z,1.3,28,3.63,2.9,7.22,5.481,477
2023-02-06T00:00:00.000Z,4.87,49.43,8.89,6.57,13.5,6.07,438
2023-02-07T00:00:00.000Z,10.19,48.07,17.03,13.13,26.77,8.31,447
